Date,Time,VSpd(m/s),1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),FM,Ptch(rad),Roll(rad),Yaw(rad),Rud,Ele,Thr,Ail,P1,P2,P3,SA,SB,SC,SD,SE,SF,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2025-01-17,10:17:15.060,0.0,-40,-39,100,11,1,4,10,-15,100,12,33.876592 37.777213,0.0,201.00,0,27,25.1,1.2,51,25,"OK",-0.17,0.03,-1.30,2,3,-929,2,-1024,-19,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1501,1501,1036,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:16.000,0.0,-42,-36,100,11,1,4,10,-13,100,12,33.876592 37.777213,0.0,201.00,0,27,25.0,1.2,52,25,"OK",-0.17,0.03,-1.29,1,1,-1024,0,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x000000000001400B,1500,1500,988,1500,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:17.000,0.0,-41,-33,100,11,1,4,10,-16,100,12,33.876592 37.777213,0.0,201.00,0,27,25.0,1.2,52,25,"MANU",-0.17,0.03,-1.29,6,1,-1023,0,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x000000000001400B,1499,1500,992,1502,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:18.000,0.0,-43,-32,100,11,1,4,10,-15,100,12,33.876593 37.777215,0.1,201.00,-1,27,25.0,1.2,52,25,"MANU",-0.17,0.03,-1.29,144,3,-1024,0,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x000000000001400B,1500,1501,988,1572,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:19.000,0.0,-41,-30,100,11,1,4,10,-14,100,12,33.876593 37.777215,0.1,201.00,-1,27,25.0,1.3,53,25,"MANU",-0.17,0.03,-1.29,5,1,-1024,0,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x000000000001400B,1500,1500,988,1502,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:20.000,0.0,-44,-33,100,12,1,4,10,-17,100,12,33.876593 37.777215,0.1,201.00,-1,27,25.0,1.3,53,25,"MANU",-0.17,0.03,-1.29,2,0,-1024,-2,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x000000000001400B,1499,1500,988,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:21.000,0.0,-42,-31,100,11,1,4,10,-16,100,12,33.876593 37.777215,0.1,201.00,-1,27,25.0,1.3,53,25,"MANU",-0.17,0.03,-1.29,1,3,-1024,-1,-1024,-19,-1024,-1,-1,-1,-1,1,-1,0x000000000001400B,1500,1501,988,1500,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:22.000,0.0,-43,-33,100,11,1,4,10,-17,100,11,33.876596 37.777217,0.1,201.00,-1,27,25.0,1.3,53,25,"MANU",-0.17,0.03,-1.29,3,4,-894,-1,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1500,1502,1053,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:23.000,0.0,-42,-31,100,11,1,4,10,-17,100,12,33.876596 37.777217,0.1,201.00,-1,27,25.0,1.3,54,25,"MANU",-0.16,0.03,-1.29,10,2,-307,2,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1501,1501,1347,1505,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:24.000,0.0,-43,-37,100,11,1,4,10,-17,100,12,33.876596 37.777217,0.1,201.00,-1,27,25.0,1.3,54,25,"MANU",-0.16,0.03,-1.29,-2,1,-165,1,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1500,1500,1418,1499,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:25.000,0.0,-47,-34,100,11,1,4,10,-32,100,12,33.876596 37.777217,0.1,201.00,-1,27,25.0,1.3,54,25,"MANU",-0.16,0.03,-1.29,185,4,78,0,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1500,1502,1539,1592,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:26.000,0.0,-54,-48,100,11,1,4,10,-32,100,12,33.876592 37.777211,6.6,238.10,-1,27,24.5,18.6,62,24,"MANU",-0.16,0.03,-1.29,-110,-405,756,0,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1500,1298,1878,1445,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:27.000,0.0,-68,-54,100,9,1,4,10,-45,100,12,33.876592 37.777211,6.6,238.10,-1,27,24.5,18.6,62,24,"MANU",-0.14,0.06,-1.68,-1,1,300,-1,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1500,1500,1650,1500,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:28.000,2.6,-73,-58,100,6,1,4,10,-42,100,12,33.876592 37.777211,6.6,238.10,-1,27,24.5,18.6,62,24,"MANU",-0.14,0.06,-1.68,2,-234,551,10,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1505,1383,1775,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:29.000,2.6,-67,-68,100,9,1,4,10,-44,100,12,33.876534 37.776864,63.1,259.10,-1,25,24.5,18.6,62,24,"MANU",-0.14,0.06,-1.68,1,-2,335,268,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1634,1499,1667,1500,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:30.000,2.6,-74,-72,100,5,1,4,10,-50,100,12,33.876534 37.776864,63.1,259.10,-1,25,23.4,51.8,115,23,"MANU",-0.24,0.02,-2.09,2,-1,132,3,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1501,1500,1566,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:31.000,2.6,-76,-74,100,1,1,4,10,-55,100,12,33.876534 37.776864,63.1,259.10,-1,25,23.4,51.8,115,23,"MANU",-0.24,0.02,-2.09,2,-1,135,181,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1590,1500,1567,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:32.000,3.1,-74,-80,100,5,1,4,10,-50,100,12,33.876534 37.776864,63.1,259.10,-1,25,23.4,51.8,115,23,"MANU",-0.24,0.02,-2.09,2,-24,60,296,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1648,1488,1530,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:33.000,3.1,-78,-72,100,0,1,4,10,-66,100,12,33.876251 37.776190,76.3,233.60,9,24,24.2,18.8,142,24,"MANU",-0.24,0.02,-2.09,3,-149,30,61,-1024,-19,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1530,1426,1515,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:34.000,3.1,-79,-74,100,0,1,4,25,-64,100,11,33.876251 37.776190,76.3,233.60,9,24,24.2,18.8,142,24,"MANU",-0.15,0.76,-2.24,2,-71,9,54,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1527,1465,1504,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:35.000,1.6,-79,-69,100,0,1,4,100,-62,100,12,33.876251 37.776190,76.3,233.60,9,24,24.2,18.8,142,24,"MANU",-0.15,0.76,-2.24,2,-244,-4,-369,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1316,1378,1498,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:36.000,1.6,-75,-57,100,5,1,4,100,-63,100,12,33.875958 37.775537,68.8,271.20,12,20,24.2,18.8,142,24,"MANU",-0.15,0.76,-2.24,1,-1,-76,0,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1500,1500,1462,1500,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:37.000,1.6,-73,-56,100,6,1,4,100,-59,100,12,33.875958 37.775537,68.8,271.20,12,20,24.3,14.1,157,24,"MANU",-0.13,0.45,-0.61,1,-1,-112,-149,-1024,-19,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1426,1500,1444,1500,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:38.000,1.6,-77,-61,100,0,1,4,100,-62,100,12,33.875958 37.775537,68.8,271.20,12,20,24.3,14.1,157,24,"MANU",-0.13,0.45,-0.61,0,-83,32,2,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1501,1459,1516,1500,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:39.000,0.1,-79,-56,100,2,1,4,100,-64,100,11,33.875958 37.775537,68.8,271.20,12,20,24.3,14.1,157,24,"MANU",-0.13,0.45,-0.61,2,-6,141,-1,-1024,-19,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1500,1497,1570,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:40.000,0.1,-74,-54,100,5,1,4,100,-62,100,12,33.876297 37.775092,59.0,-322.46,21,10,24.0,24.4,172,24,"MANU",-0.13,0.45,-0.61,1,4,137,264,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1632,1502,1568,1500,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:41.000,0.1,-74,-55,100,5,1,4,100,-64,100,11,33.876297 37.775092,59.0,-322.46,21,10,24.0,24.4,172,24,"MANU",0.05,0.24,-0.39,1,-74,146,264,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1632,1463,1573,1500,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:42.000,0.1,-69,-60,100,10,1,4,50,-52,100,11,33.876297 37.775092,59.0,-322.46,21,10,24.0,24.4,172,24,"MANU",0.05,0.24,-0.39,2,-3,117,4,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1502,1499,1558,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:43.000,0.1,-71,-57,100,8,1,4,50,-55,100,12,33.876907 37.774797,76.4,-314.26,23,11,24.0,24.4,172,24,"MANU",0.05,0.24,-0.39,2,-5,93,107,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1553,1498,1546,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:44.000,0.1,-74,-54,100,4,1,4,50,-59,100,11,33.876907 37.774797,76.4,-314.26,23,11,24.1,20.2,196,24,"MANU",-0.06,0.45,-0.05,2,-7,104,125,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1562,1497,1552,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:45.000,0.1,-73,-56,100,6,1,4,50,-54,100,12,33.876907 37.774797,76.4,-314.26,23,11,24.1,20.2,196,24,"MANU",-0.06,0.45,-0.05,2,-230,172,-391,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1305,1385,1586,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:46.000,-0.7,-73,-66,100,6,1,4,50,-57,100,11,33.876907 37.774797,76.4,-314.26,23,11,24.1,20.2,196,24,"MANU",-0.06,0.45,-0.05,2,-2,-6,-458,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1271,1499,1497,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:47.000,-0.7,-77,-78,100,1,1,4,50,-62,100,11,33.877545 37.774785,76.6,13.00,29,11,24.2,15.2,216,24,"MANU",-0.06,0.45,-0.05,2,-1,-26,133,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1566,1500,1487,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:48.000,-0.7,-76,-72,100,3,1,4,50,-57,100,11,33.877545 37.774785,76.6,13.00,29,11,24.2,15.2,216,24,"MANU",-0.03,0.00,0.67,1,3,-5,2,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1501,1501,1498,1500,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:49.000,0.4,-75,-68,100,4,1,4,50,-57,100,12,33.877545 37.774785,76.6,13.00,29,11,24.2,15.2,216,24,"MANU",-0.03,0.00,0.67,4,-8,198,45,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1522,1496,1599,1502,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:50.000,0.4,-76,-64,100,3,1,4,50,-56,100,11,33.878078 37.775188,68.8,35.80,41,16,24.2,15.2,216,24,"MANU",-0.03,0.00,0.67,2,-38,144,5,-1024,-19,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1502,1481,1572,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:51.000,0.4,-74,-62,100,4,1,4,50,-62,100,12,33.878078 37.775188,68.8,35.80,41,16,23.9,24.8,234,23,"MANU",-0.02,0.32,0.80,2,-1,92,4,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1502,1500,1546,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:52.000,0.4,-75,-63,100,4,1,4,50,-57,100,12,33.878078 37.775188,68.8,35.80,41,16,23.9,24.8,234,23,"MANU",-0.02,0.32,0.80,2,-31,161,16,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1508,1485,1580,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:53.000,0.2,-74,-66,100,6,1,4,50,-56,100,12,33.878078 37.775188,68.8,35.80,41,16,23.9,24.8,234,23,"MANU",-0.02,0.32,0.80,2,-6,143,4,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1502,1497,1571,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:54.000,0.2,-74,-69,100,5,1,4,50,-57,100,12,33.878559 37.775772,79.4,57.70,41,11,24.0,22.6,256,24,"MANU",-0.02,0.32,0.80,1,-1,116,2,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1501,1500,1558,1500,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:55.000,0.2,-74,-76,100,5,1,4,50,-57,100,10,33.878559 37.775772,79.4,57.70,41,11,24.0,22.6,256,24,"MANU",-0.09,0.49,1.31,0,-2,112,1,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1500,1499,1556,1500,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:56.000,1.6,-75,-83,100,4,1,4,50,-56,100,10,33.878559 37.775772,79.4,57.70,41,11,24.0,22.6,256,24,"MANU",-0.09,0.49,1.31,3,-1,82,-1,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1500,1500,1541,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:57.000,1.6,-74,-85,100,5,1,4,50,-56,100,10,33.878767 37.776541,77.8,85.90,43,17,24.0,22.6,256,24,"MANU",-0.09,0.49,1.31,0,1,131,3,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1501,1500,1565,1500,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:58.000,1.6,-77,-82,100,2,1,4,50,-79,100,7,33.878767 37.776541,77.8,85.90,43,17,23.9,23.7,276,23,"MANU",0.09,0.41,1.70,3,-69,114,98,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1549,1466,1557,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:17:59.000,1.6,-77,-84,100,2,1,4,50,-71,100,9,33.878767 37.776541,77.8,85.90,43,17,23.9,23.7,276,23,"MANU",0.09,0.41,1.70,2,-3,106,4,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1502,1499,1553,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:18:00.000,0.6,-78,-85,100,1,1,4,100,-68,100,8,33.878767 37.776541,77.8,85.90,43,17,23.9,23.7,276,23,"MANU",0.09,0.41,1.70,2,0,87,13,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1506,1500,1543,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:18:01.000,0.6,-75,-83,100,3,1,4,100,-64,100,10,33.878688 37.777372,84.0,105.20,40,21,24.0,18.4,296,24,"MANU",0.09,0.41,1.70,-1,-1,83,3,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1501,1500,1541,1500,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:18:02.000,0.6,-74,-83,100,4,1,4,100,-61,100,9,33.878688 37.777372,84.0,105.20,40,21,24.0,18.4,296,24,"MANU",0.01,0.44,2.00,4,-6,77,10,-1024,-19,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1505,1497,1538,1502,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:18:03.000,-0.5,-75,-82,100,3,1,4,100,-61,100,10,33.878688 37.777372,84.0,105.20,40,21,24.0,18.4,296,24,"MANU",0.01,0.44,2.00,2,-6,86,136,-1024,-19,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1568,1497,1543,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:18:04.000,-0.5,-74,-76,100,5,1,4,100,-58,100,12,33.878424 37.778152,80.0,120.20,38,19,24.0,18.4,296,24,"MANU",0.01,0.44,2.00,2,-228,100,190,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1595,1386,1550,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:18:05.000,-0.5,-74,-78,100,5,1,4,100,-61,100,11,33.878424 37.778152,80.0,120.20,38,19,24.0,19.8,314,24,"MANU",0.01,0.44,2.00,5,-1,60,-53,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1474,1500,1530,1502,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:18:06.000,-0.5,-79,-74,99,1,1,4,100,-72,100,9,33.878424 37.778152,80.0,120.20,38,19,24.0,19.8,314,24,"MANU",-0.19,0.83,2.51,2,-65,48,196,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1598,1468,1524,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:18:07.000,-0.2,-74,-71,100,5,1,4,100,-59,100,11,33.878424 37.778152,80.0,120.20,38,19,24.0,19.8,314,24,"MANU",-0.19,0.83,2.51,2,-100,25,4,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1502,1450,1512,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:18:08.000,-0.2,-71,-61,100,7,1,4,100,-53,100,12,33.877917 37.778651,74.2,161.80,36,21,24.1,16.7,331,24,"MANU",-0.19,0.83,2.51,3,-60,16,2,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1501,1470,1508,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:18:09.000,-0.2,-68,-62,100,10,1,4,50,-48,100,11,33.877917 37.778651,74.2,161.80,36,21,24.1,16.7,331,24,"MANU",0.04,0.96,-2.59,2,-8,-8,-354,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1323,1496,1496,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:18:10.000,-4.6,-65,-83,100,6,1,4,25,-46,100,11,33.877917 37.778651,74.2,161.80,36,21,24.1,16.7,331,24,"MANU",0.04,0.96,-2.59,4,-23,-19,15,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1507,1489,1491,1502,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
2025-01-17,10:18:11.000,-4.6,-65,-84,100,8,1,4,25,-40,100,10,33.877410 37.778354,74.3,240.30,26,22,24.1,16.7,331,24,"MANU",0.04,0.96,-2.59,2,-3,-45,-101,-1024,-20,-1024,-1,-1,-1,-1,1,-1,0x0000000000014008,1450,1499,1478,1501,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.5
